src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_043_h.jpg,G,0.1611954868,0.16868704557418823,4,0.007491558774188223
People_044_h.jpg,A,1,1,None,0
People_044_h.jpg,B,0.659951634396917,0.6616538166999817,38,0.0017021823030647365
People_044_h.jpg,C,0.45775766648680044,0.4644480347633362,18,0.006690368276535741
People_044_h.jpg,D,0.3375324138621293,0.3395707309246063,11,0.0020383170624770353
People_044_h.jpg,E,0.26604605095,0.2679693400859833,8,0.0019232891359832749
People_044_h.jpg,F,0.22354000524961462,0.2104649543762207,6,0.013075050873393917
People_044_h.jpg,G,0.1611954868,0.1784452348947525,5,0.017249748094752493
People_045_h.jpg,A,1,1,None,0
People_045_h.jpg,B,0.659951634396917,0.6572078466415405,65,0.0027437877553764256
People_045_h.jpg,C,0.45775766648680044,0.45734089612960815,34,0.0004167703571922865
People_045_h.jpg,D,0.3375324138621293,0.33811530470848083,21,0.000582890846351547
People_045_h.jpg,E,0.26604605095,0.26584821939468384,15,0.0001978315553161636
People_045_h.jpg,F,0.22354000524961462,0.22428332269191742,12,0.0007433174423027988
People_045_h.jpg,G,0.1611954868,0.16814763844013214,8,0.0069521516401321315
People_046_h.jpg,A,1,1,None,0
People_046_h.jpg,B,0.659951634396917,0.6567668318748474,40,0.003184802522069541
People_046_h.jpg,C,0.45775766648680044,0.45208412408828735,18,0.005673542398513087
People_046_h.jpg,D,0.3375324138621293,0.3274608254432678,11,0.010071588418861466
People_046_h.jpg,E,0.26604605095,0.2681502401828766,8,0.0021041892328765854
People_046_h.jpg,F,0.22354000524961462,0.21223098039627075,6,0.011309024853343869
People_046_h.jpg,G,0.1611954868,0.16292789578437805,4,0.0017324089843780421
People_047_h.jpg,A,1,1,None,0
People_047_h.jpg,B,0.659951634396917,0.6626673340797424,41,0.0027156996828254787
People_047_h.jpg,C,0.45775766648680044,0.4636565148830414,19,0.005898848396240941
People_047_h.jpg,D,0.3375324138621293,0.32940614223480225,11,0.008126271627327042
People_047_h.jpg,E,0.26604605095,0.2592320740222931,8,0.006813976927706911
People_047_h.jpg,F,0.22354000524961462,0.23315416276454926,7,0.009614157514934635
People_047_h.jpg,G,0.1611954868,0.17399083077907562,5,0.012795343979075613
People_048_h.jpg,A,1,1,None,0
People_048_h.jpg,B,0.659951634396917,0.6644840836524963,38,0.004532449255579385
People_048_h.jpg,C,0.45775766648680044,0.4535162150859833,18,0.004241451400817164
People_048_h.jpg,D,0.3375324138621293,0.34481140971183777,12,0.007278995849708481
People_048_h.jpg,E,0.26604605095,0.25498631596565247,8,0.011059734984347536
